Car Count,Vehicle ID,Name,Model,Year,Stock Number,Mileage,Fuel Type,MPG City,MPG Highway,Vehicle Type,Price
584,1GKS2GKD1MR367135,GMC,GMC Yukon XL,2021,7V8RVP,79279,Gasoline,15,19,Sport Utility,"51,799"
585,1G1ZD5ST7LF070492,Chevrolet,Chevrolet Malibu,2020,7TTV2H,73449,Gasoline,29,36,Sedan,"17,499"
586,5NPD84LF5JH370690,Hyundai,Hyundai Elantra,2018,8F65MS,88836,Gasoline,28,37,Sedan,"13,499"
587,3N1CP5BVXLL525821,Nissan,Nissan Kicks,2020,7TVP08,60295,Gasoline,31,36,Crossover,"16,199"
588,3N1CN8EV6ML808320,Nissan,Nissan Versa,2021,7VXK9M,60656,Gasoline,32,40,Sedan,"16,499"
589,3KPC24A61ME130660,Hyundai,Hyundai Accent,2021,7TL633,60999,Gasoline,33,41,Sedan,"16,499"
590,3N1CN8EV5ML850350,Nissan,Nissan Versa,2021,7VMX5F,61368,Gasoline,32,40,Sedan,"16,499"
591,5NPD84LF9LH626185,Hyundai,Hyundai Elantra,2020,7T6XJP,62219,Gasoline,30,40,Sedan,"16,699"
592,5NPD84LF3LH623721,Hyundai,Hyundai Elantra,2020,7TD5YH,59683,Gasoline,30,40,Sedan,"16,999"
593,1G1BF5SMXJ7116473,Chevrolet,Chevrolet Cruze,2018,8F192Q,67885,Gasoline,29,39,Sedan,"16,999"
594,3N1CP5CV1ML475312,Nissan,Nissan Kicks,2021,7VTP1Q,60696,Gasoline,31,36,Crossover,"17,999"
595,5YFEPMAEXMP190744,Toyota,Toyota Corolla,2021,7V3D1F,61021,Gasoline,30,38,Sedan,"18,999"
596,5NPEG4JA4MH065586,Hyundai,Hyundai Sonata,2021,7TQJJ9,60450,Gasoline,28,38,Sedan,"19,199"
597,KM8J2CA46MU348221,Hyundai,Hyundai Tucson,2021,8D5L7L,53106,Gasoline,22,25,Crossover,"20,999"
598,KM8J3CAL7LU165767,Hyundai,Hyundai Tucson,2020,8DSNQR,62914,Gasoline,21,26,Crossover,"21,999"
599,2C4RC1DG4MR551877,Chrysler,Chrysler Voyager,2021,7V2SP8,66110,Gasoline,19,28,Van / Minivan,"21,999"
600,4T1T11AK0MU426958,Toyota,Toyota Camry,2021,8DJ21P,61006,Gasoline,28,39,Sedan,"22,299"
601,4T1G11AK3MU473578,Toyota,Toyota Camry,2021,7VD6GB,63113,Gasoline,28,39,Sedan,"22,299"
602,2GNAXHEV6L6174631,Chevrolet,Chevrolet Equinox,2020,8FD48P,24645,Gasoline,26,31,Crossover,"22,499"
603,5N1AT3BB0MC792243,Nissan,Nissan Rogue,2021,8C7BKT,71499,Gasoline,25,32,Crossover,"22,499"
604,1N4AA6CV2MC511652,Nissan,Nissan Maxima,2021,7V6MFS,61356,Gasoline,20,30,Sedan,"22,999"
605,3GKALVEV8ML316482,GMC,GMC Terrain,2021,7T4HN2,61394,Gasoline,25,28,Crossover,"24,199"
606,ZACNJBC19LPL76386,Jeep,Jeep Renegade,2020,8F84WT,28929,Gasoline,22,27,Crossover,"25,999"
607,2C3CDXJG9MH507717,Dodge,Dodge Charger,2021,7V1T93,54696,Gasoline,18,27,Sedan,"25,999"
608,1GNEVHKW5KJ225526,Chevrolet,Chevrolet Traverse,2019,8DFLRD,62445,Gasoline,17,25,Sport Utility,"27,999"
609,1C6RR7LG7MS542289,RAM,RAM 1500 Classic,2021,7VJ6NJ,60528,Gasoline,16,23,Truck,"28,499"
610,1C6RR7LT5MS528467,RAM,RAM 1500 Classic,2021,7VW259,61368,Gasoline,15,21,Truck,"32,999"
611,JTEMU5JR2M5895205,Toyota,Toyota 4Runner,2021,7VNKXH,65484,Gasoline,16,19,Sport Utility,"32,999"
612,3KPA24AD5ME365729,Kia,Kia Rio,2021,7VVLP1,60855,Gasoline,33,41,Sedan,"15,499"
613,5NPD84LF8LH631331,Hyundai,Hyundai Elantra,2020,7TXXPG,60690,Gasoline,30,40,Sedan,"16,699"
614,JN1BJ1AV9MW300549,Nissan,Nissan Rogue Sport,2021,7VT981,64137,Gasoline,25,32,Crossover,"17,999"
615,1N4BL4BV3MN324848,Nissan,Nissan Altima,2021,8CN63X,67962,Gasoline,28,39,Sedan,"18,499"
616,JA4ARUAUXMU011132,Mitsubishi,Mitsubishi Outlander Sport,2021,7V91V1,62036,Gasoline,23,29,Crossover,"18,699"
617,3VWC57BU7MM033696,Volkswagen,Volkswagen Jetta,2021,7VTRFL,61403,Gasoline,29,39,Sedan,"18,999"
618,5NPEG4JA1MH073919,Hyundai,Hyundai Sonata,2021,7TYLXY,62020,Gasoline,28,38,Sedan,"19,199"
619,3VWC57BU8MM022397,Volkswagen,Volkswagen Jetta,2021,7V95MS,58545,Gasoline,29,39,Sedan,"19,299"
620,3C4PDCGB3LT263215,Dodge,Dodge Journey,2020,7TBFRC,63012,Gasoline,19,25,Crossover,"19,299"
621,1G1ZD5ST9MF038466,Chevrolet,Chevrolet Malibu,2021,7TR8X4,63796,Gasoline,29,36,Sedan,"19,499"
622,2C4RDGCG6KR776574,Dodge,Dodge Grand Caravan,2019,8D4N0X,73575,Gasoline,17,25,Van / Minivan,"19,499"
623,JN1BJ1CW2LW644888,Nissan,Nissan Rogue Sport,2020,8FYK6W,79155,Gasoline,24,30,Crossover,"19,799"
624,1N4BL4CV4MN312402,Nissan,Nissan Altima,2021,8CJW9N,60535,Gasoline,28,39,Sedan,"20,499"
625,2HGFC2F62KH570607,Honda,Honda Civic Sedan,2019,8DKBMK,37960,Gasoline,30,38,Sedan,"20,999"
626,JTNKHMBX9K1035356,Toyota,Toyota C-HR,2019,8D6F3D,55084,Gasoline,27,31,Crossover,"21,999"
627,3KPF44AC4ME314973,Kia,Kia Forte,2021,8F6Y00,20675,Gasoline,25,32,Sedan,"22,499"
628,JTMBFREV0JJ210075,Toyota,Toyota RAV4,2018,8F0T35,56705,Gasoline,22,28,Crossover,"23,999"
629,2FMPK3K93LBA60164,Ford,Ford Edge,2020,7TG8WJ,65337,Gasoline,21,29,Crossover,"23,999"
630,2C4RC1BG4MR528358,Chrysler,Chrysler Pacifica,2021,7VRMJH,65525,Gasoline,19,28,Van / Minivan,"25,999"
631,1FTEW1EP4KFB16138,Ford,Ford F-150,2019,7VC59S,63429,Gasoline,18,23,Truck,"29,999"
632,1GNEVHKW7MJ215731,Chevrolet,Chevrolet Traverse,2021,7V0STB,61983,Gasoline,17,25,Sport Utility,"30,499"
633,2C4RC1GG2NR131984,Chrysler,Chrysler Pacifica,2022,8D8T9X,42825,Gasoline,19,28,Van / Minivan,"38,699"
634,1GNSKNKD1MR263073,Chevrolet,Chevrolet Tahoe,2021,7VVWLB,73449,Gasoline,16,20,Sport Utility,"48,499"
635,3N1CN8EV8ML813082,Nissan,Nissan Versa,2021,8CJW7Y,66740,Gasoline,32,40,Sedan,"16,199"
636,KNDPM3AC6M7864366,Kia,Kia Sportage,2021,7TG4LT,62880,Gasoline,23,30,Crossover,"18,499"
637,1G1ZD5ST2MF060793,Chevrolet,Chevrolet Malibu,2021,7VKQH0,60510,Gasoline,29,36,Sedan,"18,699"
638,5NPEG4JA1MH073855,Hyundai,Hyundai Sonata,2021,7TYCQH,61656,Gasoline,28,38,Sedan,"19,199"
639,1G1ZD5ST4MF063808,Chevrolet,Chevrolet Malibu,2021,7VTSM9,58500,Gasoline,29,36,Sedan,"19,699"
640,3GNAXSEV6KS581295,Chevrolet,Chevrolet Equinox,2019,8F29XG,74115,Gasoline,25,30,Crossover,"19,899"
641,1VWSA7A32MC006133,Volkswagen,Volkswagen Passat,2021,7VTRQR,61460,Gasoline,24,36,Sedan,"19,999"
642,3FA6P0D91LR204251,Ford,Ford Fusion,2020,7TNCP7,61093,Gasoline,20,29,Sedan,"20,499"
643,2GNAXUEV4M6111635,Chevrolet,Chevrolet Equinox,2021,7TGL8Y,61135,Gasoline,25,30,Crossover,"20,499"
644,2GNAXUEV1M6116775,Chevrolet,Chevrolet Equinox,2021,7T3HD9,61240,Gasoline,25,30,Crossover,"20,499"
645,5N1DR2BM0LC579895,Nissan,Nissan Pathfinder,2020,8F73ML,64720,Gasoline,20,27,Crossover,"21,999"
646,5XXGT4L32LG393277,Kia,Kia Optima,2020,8DYWMY,23175,Gasoline,24,32,Sedan,"22,499"
647,1N4BL4BV1LC241798,Nissan,Nissan Altima,2020,8DYNQG,23595,Gasoline,28,39,Sedan,"22,499"
648,5N1AT3BB4MC734099,Nissan,Nissan Rogue,2021,8CN2KJ,60645,Gasoline,25,32,Crossover,"23,199"
649,JN1BJ1CW5LW644884,Nissan,Nissan Rogue Sport,2020,8D3S9W,12099,Gasoline,24,30,Crossover,"23,699"
650,2C4RC1BG9LR284477,Chrysler,Chrysler Pacifica,2020,7TKP14,67795,Gasoline,19,28,Van / Minivan,"23,699"
651,2T3P1RFV4MW171631,Toyota,Toyota RAV4,2021,7VCBW4,63091,Gasoline,27,33,Crossover,"26,499"
652,2T3J1RFV9LC102116,Toyota,Toyota RAV4,2020,7VLJDR,65520,Gasoline,25,33,Crossover,"27,999"
653,JN8AY2BB3M9792285,Nissan,Nissan Armada,2021,7VV57K,68630,Gasoline,13,18,Sport Utility,"34,999"
654,1GCUYDED0MZ201248,Chevrolet,Chevrolet Silverado 1500,2021,7VM8MM,61527,Gasoline,16,22,Truck,"36,999"
655,3N1CN8EV3ML876557,Nissan,Nissan Versa,2021,8CVS82,61345,Gasoline,32,40,Sedan,"16,499"
656,5NPD84LF7LH632924,Hyundai,Hyundai Elantra,2020,7T3J4F,61315,Gasoline,30,40,Sedan,"16,699"
657,5NPD84LFXLH626504,Hyundai,Hyundai Elantra,2020,7T4YWX,61585,Gasoline,30,40,Sedan,"16,699"
658,5NPD84LF8LH631586,Hyundai,Hyundai Elantra,2020,7TB134,58190,Gasoline,30,40,Sedan,"16,999"
659,KNDJ23AU6M7736763,Kia,Kia Soul,2021,7TQWM0,58396,Gasoline,29,35,Hatchback,"17,699"
660,2FMPK4J99JBB13731,Ford,Ford Edge,2018,8F2M45,96096,Gasoline,20,27,Crossover,"17,999"
661,5XXGT4L35LG406605,Kia,Kia Optima,2020,8DV73Q,61010,Gasoline,24,32,Sedan,"18,299"
662,1G1ZD5ST5MF006937,Chevrolet,Chevrolet Malibu,2021,7TKGNQ,61125,Gasoline,29,36,Sedan,"18,699"
663,JN1BJ1AW4MW422017,Nissan,Nissan Rogue Sport,2021,8C0PXN,59060,Gasoline,24,30,Crossover,"19,199"
664,5NPEG4JA0MH067769,Hyundai,Hyundai Sonata,2021,7TQMX8,61010,Gasoline,28,38,Sedan,"19,199"
665,JN1BJ1CW4LW382131,Nissan,Nissan Rogue Sport,2020,8F32XG,76155,Gasoline,24,30,Crossover,"19,899"
666,JN1BJ1CW2LW644972,Nissan,Nissan Rogue Sport,2020,8FYK4W,73325,Gasoline,24,30,Crossover,"19,999"
667,3VV3B7AX6MM099990,Volkswagen,Volkswagen Tiguan,2021,7VDHKQ,66455,Gasoline,23,29,Sport Utility,"20,499"
668,3C4NJCCB0MT559560,Jeep,Jeep Compass,2021,7V326Y,60790,Gasoline,22,31,Crossover,"20,799"
669,3GNAXSEV9KS581033,Chevrolet,Chevrolet Equinox,2019,8F26XG,50625,Gasoline,25,30,Crossover,"20,999"
670,2GNAXUEVXM6130531,Chevrolet,Chevrolet Equinox,2021,7VBP39,59530,Gasoline,25,30,Crossover,"20,999"
671,JN1BJ1CWXLW644878,Nissan,Nissan Rogue Sport,2020,8F34XG,43875,Gasoline,24,30,Crossover,"21,999"
672,2C4RC1DG8MR516405,Chrysler,Chrysler Voyager,2021,7VDFR0,66945,Gasoline,19,28,Van / Minivan,"21,999"
673,4T1G11AK7MU429793,Toyota,Toyota Camry,2021,8CHJT5,60885,Gasoline,28,39,Sedan,"22,299"
674,LRBFXCSA5KD010269,Buick,Buick Envision,2019,8C2FS9,58449,Gasoline,22,29,Crossover,"22,499"
675,3N6CM0KN9MK699103,Nissan,Nissan NV200 Compact Cargo,2021,7VHFYC,51233,Gasoline,24,26,Cargo Van,"25,499"
676,1C4PJMDX4KD300033,Jeep,Jeep Cherokee,2019,8F1G71,35835,Gasoline,19,27,Crossover,"26,499"
677,3GNAXNEV3LS738512,Chevrolet,Chevrolet Equinox,2020,8F57D7,24050,Gasoline,26,31,Crossover,"26,999"
678,1C4PJMDNXLD534760,Jeep,Jeep Cherokee,2020,8F08G4,28169,Gasoline,21,29,Crossover,"27,999"
679,1C6RR7TTXLS117824,RAM,RAM 1500 Classic,2020,7TBQ8W,61615,Gasoline,15,21,Truck,"28,199"
680,1C6RR7LG2MS532639,RAM,RAM 1500 Classic,2021,7VVWMX,62815,Gasoline,16,23,Truck,"28,499"
681,1C6RR7LT6MS527909,RAM,RAM 1500 Classic,2021,7VNXHP,63365,Gasoline,15,21,Truck,"32,999"
682,KNDC4DLC1N5030973,Kia,Kia EV6,2022,8DQ7B0,20880,Electric,0,0,Sport Utility,"46,499"
683,JTDEPRAE2LJ100325,Toyota,Toyota Corolla,2020,7THJG4,60331,Gasoline,30,38,Sedan,"17,999"
684,5NPEG4JA8MH073450,Hyundai,Hyundai Sonata,2021,7TF6SD,60736,Gasoline,28,38,Sedan,"18,799"
685,3KPC24A65LE104545,Hyundai,Hyundai Accent,2020,7T3D87,59430,Gasoline,33,41,Sedan,"16,199"
686,3N1CP5CV9LL516025,Nissan,Nissan Kicks,2020,7T837F,71894,Gasoline,31,36,Crossover,"16,499"
687,5NPD84LFXLH622372,Hyundai,Hyundai Elantra,2020,7TSFG1,60150,Gasoline,30,40,Sedan,"16,699"
688,5NPD84LF2LH555377,Hyundai,Hyundai Elantra,2020,7TCYX3,62191,Gasoline,30,40,Sedan,"16,699"
689,5NPD84LFXLH627796,Hyundai,Hyundai Elantra,2020,7T5CBX,62443,Gasoline,30,40,Sedan,"16,699"
690,3KPC24A67ME129108,Hyundai,Hyundai Accent,2021,7TQHK0,58628,Gasoline,33,41,Sedan,"16,999"
691,3KPF24AD7ME323598,Kia,Kia Forte,2021,8CMQW1,61644,Gasoline,29,40,Sedan,"17,499"
692,3GNAXUEV9KL284723,Chevrolet,Chevrolet Equinox,2019,8D8KDT,60605,Gasoline,25,30,Crossover,"19,199"
693,1N4BL4DV6MN312125,Nissan,Nissan Altima,2021,8CJB7T,62700,Gasoline,27,37,Sedan,"19,699"
694,3GNCJLSB2LL223682,Chevrolet,Chevrolet Trax,2020,8FCW95,31575,Gasoline,26,31,Crossover,"19,999"
695,2GNAXUEV1M6107364,Chevrolet,Chevrolet Equinox,2021,7TC096,60793,Gasoline,25,30,Crossover,"20,499"
696,5XXG14J2XMG021347,Kia,Kia K5,2021,7TG100,60794,Gasoline,27,37,Sedan,"20,699"
697,KNDPNCAC5K7538388,Kia,Kia Sportage,2019,8C5FY7,61902,Gasoline,21,25,Crossover,"20,999"
698,3C4NJDCB8MT528045,Jeep,Jeep Compass,2021,7T8DTG,61572,Gasoline,22,30,Crossover,"21,999"
699,4T1G11AK6LU358956,Toyota,Toyota Camry,2020,8F9B7B,73832,Gasoline,28,39,Sedan,"22,999"
700,5NPEG4JA8MH120430,Hyundai,Hyundai Sonata,2021,8FBM14,3720,Gasoline,28,38,Sedan,"24,999"
701,1C4RJFBG7JC440993,Jeep,Jeep Grand Cherokee,2018,7VQV1R,65714,Gasoline,18,25,Crossover,"24,999"
702,2FMPK4K90JBC27762,Ford,Ford Edge,2018,8FXL9T,23182,Gasoline,20,27,Crossover,"25,499"
703,2C4RC1BG6MR574967,Chrysler,Chrysler Pacifica,2021,7VRW3W,70304,Gasoline,19,28,Van / Minivan,"25,499"
704,2C4RC1BG8MR524183,Chrysler,Chrysler Pacifica,2021,7VRNCK,66086,Gasoline,19,28,Van / Minivan,"25,999"
705,2C4RC1BGXMR527327,Chrysler,Chrysler Pacifica,2021,7VVYH0,66454,Gasoline,19,28,Van / Minivan,"25,999"
706,1FTEX1EP2JFE72213,Ford,Ford F-150,2018,8F019X,41411,Gasoline,0,0,Truck,"27,499"
707,1C4RJFBG3LC226330,Jeep,Jeep Grand Cherokee,2020,8C5N6H,62761,Gasoline,18,25,Crossover,"28,499"
708,1GNEVHKW6MJ214635,Chevrolet,Chevrolet Traverse,2021,7V0QSB,64196,Gasoline,17,25,Sport Utility,"30,499"
709,1GKKNRLS5LZ193682,GMC,GMC Acadia,2020,8F69K2,28417,Gasoline,18,25,Sport Utility,"31,999"
710,KMTFN4JB2LU329705,Genesis,Genesis G80,2020,8CM6S7,58749,Gasoline,17,24,Sedan,"32,499"
711,1C4RDJDG6MC627167,Dodge,Dodge Durango,2021,7VVMRH,63913,Gasoline,18,25,Crossover,"32,999"
712,1FTEW1E56LFA27719,Ford,Ford F-150,2020,7TYX3M,60574,Gasoline,15,21,Truck,"33,999"
713,3TMCZ5AN6MM401260,Toyota,Toyota Tacoma 4WD,2021,7VNRKT,61650,Gasoline,18,22,Truck,"35,799"
714,5J8TC2H59LL032093,Acura,Acura RDX,2020,8DR7B3,16657,Gasoline,21,27,Sport Utility,"37,999"
715,1FBAX2Y81MKA19645,Ford,Ford Transit Passenger Wagon,2021,7VKX2M,70868,Gasoline,0,0,Van / Minivan,"41,299"
716,3KPFL4A79HE067512,Kia,Kia Forte,2017,8FBD42,67117,Gasoline,29,38,Sedan,"12,999"
717,2C4RDGBGXJR285490,Dodge,Dodge Grand Caravan,2018,8F2G51,97544,Gasoline,17,25,Van / Minivan,"14,999"
718,5NPD84LF2KH408104,Hyundai,Hyundai Elantra,2019,7R8MGG,63650,Gasoline,28,37,Sedan,"15,799"
719,5NPD84LF2KH470411,Hyundai,Hyundai Elantra,2019,7TMC76,62824,Gasoline,28,37,Sedan,"15,999"
720,3N1CN8EVXLL875260,Nissan,Nissan Versa,2020,7TMFFP,63545,Gasoline,32,40,Sedan,"15,999"
721,3N1CN8EV8ML833722,Nissan,Nissan Versa,2021,8CC61G,72968,Gasoline,32,40,Sedan,"15,999"
722,3KPC24A64ME131091,Hyundai,Hyundai Accent,2021,7T6P3F,62869,Gasoline,33,41,Sedan,"16,499"
723,3KPC24A66LE103985,Hyundai,Hyundai Accent,2020,7T2TM2,64007,Gasoline,33,41,Sedan,"16,999"
724,3VWC57BU3KM059418,Volkswagen,Volkswagen Jetta,2019,8D2F3K,64288,Gasoline,30,40,Sedan,"16,999"
725,3GNAXHEV0JS628077,Chevrolet,Chevrolet Equinox,2018,8FG75B,63842,Gasoline,26,32,Crossover,"17,499"
726,5NPE24AF3KH818922,Hyundai,Hyundai Sonata,2019,8D5P2T,75241,Gasoline,26,35,Sedan,"17,499"
727,3N1AB8CV9MY240652,Nissan,Nissan Sentra,2021,7VTMXH,63044,Gasoline,29,39,Sedan,"17,999"
728,JA4APVAU4MU013650,Mitsubishi,Mitsubishi Outlander Sport,2021,7VTQTM,68635,Gasoline,24,30,Crossover,"17,999"
729,3KPF24AD0ME263101,Kia,Kia Forte,2021,7T4LN0,63119,Gasoline,29,40,Sedan,"18,499"
730,3C4PDCAB6LT273312,Dodge,Dodge Journey,2020,7T5H4G,63212,Gasoline,19,25,Crossover,"18,499"
731,5XXGT4L31LG436412,Kia,Kia Optima,2020,7TQX27,66868,Gasoline,24,32,Sedan,"18,499"
732,1VWBA7A39JC040100,Volkswagen,Volkswagen Passat,2018,8D0M90,68000,Gasoline,25,36,Sedan,"18,499"
733,JA4AZ3A36KZ055243,Mitsubishi,Mitsubishi Outlander,2019,8FF66Q,44921,Gasoline,24,29,Crossover,"18,999"
734,5YFEPMAE6MP180289,Toyota,Toyota Corolla,2021,8CY7VR,62993,Gasoline,30,38,Sedan,"18,999"
735,3FA6P0H73LR129013,Ford,Ford Fusion,2020,8C4F2W,63482,Gasoline,21,31,Sedan,"18,999"
736,MAJ6S3GL6LC365698,Ford,Ford Ecosport,2020,7TXJCX,63676,Gasoline,23,29,Crossover,"18,999"
737,KM8K1CAA3LU446831,Hyundai,Hyundai Kona,2020,7T87J8,63829,Gasoline,26,30,Crossover,"18,999"
738,5YFEPMAE9MP203399,Toyota,Toyota Corolla,2021,8CQ82F,64654,Gasoline,30,38,Sedan,"18,999"
739,1G1ZD5ST4LF102007,Chevrolet,Chevrolet Malibu,2020,7TD6S2,66364,Gasoline,29,36,Sedan,"18,999"
740,MAJ6S3KL3LC328468,Ford,Ford Ecosport,2020,8C9CTT,62511,Gasoline,23,29,Crossover,"19,499"
741,KM8K1CAA9LU480207,Hyundai,Hyundai Kona,2020,7T9HBG,63909,Gasoline,26,30,Crossover,"19,499"
742,1G1ZD5ST8LF090086,Chevrolet,Chevrolet Malibu,2020,7TD7DD,69800,Gasoline,29,36,Sedan,"19,499"
743,KL7CJPSB4MB330832,Chevrolet,Chevrolet Trax,2021,7V36G4,71908,Gasoline,24,29,Crossover,"19,499"
744,1G1ZD5ST0KF105078,Chevrolet,Chevrolet Malibu,2019,8FCP36,57414,Gasoline,29,36,Sedan,"19,999"
745,3GNAXHEV1KS596192,Chevrolet,Chevrolet Equinox,2019,8D0HX2,63028,Gasoline,26,32,Crossover,"19,999"
746,1VWSA7A36MC000299,Volkswagen,Volkswagen Passat,2021,7T8M6G,64436,Gasoline,24,36,Sedan,"19,999"
747,JM1BPABL6M1323325,Mazda,Mazda Mazda3 Sedan,2021,7V3J10,64923,Gasoline,26,35,Sedan,"19,999"
748,5XXG14J22MG050146,Kia,Kia K5,2021,7VNJGG,63621,Gasoline,27,37,Sedan,"20,499"
749,KL4CJASB1KB828204,Buick,Buick Encore,2019,8D7M5L,29164,Gasoline,25,30,Crossover,"20,999"
750,1N4BL4DV4MN314097,Nissan,Nissan Altima,2021,8CBS9F,65537,Gasoline,27,37,Sedan,"20,999"
751,3VV3B7AX5MM012841,Volkswagen,Volkswagen Tiguan,2021,7TQ8H8,66517,Gasoline,23,29,Sport Utility,"20,999"
752,KNMAT2MT8LP540784,Nissan,Nissan Rogue,2020,7T792D,66875,Gasoline,26,33,Crossover,"20,999"
753,KNDPMCAC3M7894182,Kia,Kia Sportage,2021,7V4B3X,67885,Gasoline,21,25,Crossover,"20,999"
754,JM1GL1VM9M1612429,Mazda,Mazda Mazda6,2021,7VHNKT,65442,Gasoline,26,35,Sedan,"21,499"
755,3FA6P0HD2LR162915,Ford,Ford Fusion,2020,8F257W,34148,Gasoline,23,34,Sedan,"21,999"
756,1HGCV1F13MA072882,Honda,Honda Accord Sedan,2021,8F4N20,46618,Gasoline,30,38,Sedan,"24,499"
757,2C4RC1DG8MR549632,Chrysler,Chrysler Voyager,2021,8FYB6S,63620,Gasoline,19,28,Van / Minivan,"24,999"
758,5XYRGDLC2MG017236,Kia,Kia Sorento,2021,8DH6PH,68019,Gasoline,23,25,Sport Utility,"24,999"
759,2C3CDXJG6MH515726,Dodge,Dodge Charger,2021,7V64RH,70036,Gasoline,18,27,Sedan,"24,999"
760,5TDJZ3DC0LS237699,Toyota,Toyota Sienna,2020,8F71BK,97941,Gasoline,18,24,Van / Minivan,"26,999"
761,1GCZGGFG0J1268073,Chevrolet,Chevrolet Express Cargo Van,2018,8D3H4P,94752,Flex,0,0,Cargo Van,"28,499"
762,ZASPAJAN3K7C59014,Alfa Romeo,Alfa Romeo Stelvio,2019,8F92ST,19970,Gasoline,22,29,Luxury Car,"29,499"
763,5TDKRKEC5MS053874,Toyota,Toyota Sienna,2021,8F90PG,90119,Hybrid,36,36,Van / Minivan,"30,999"
764,1C6RR7FT3LS158999,RAM,RAM 1500 Classic,2020,8FF19Q,28359,Gasoline,16,23,Truck,"31,499"
765,1FM5K8HT3KGA35604,Ford,Ford Explorer,2019,8D8GQP,67901,Gasoline,16,22,Crossover,"31,999"
766,3N1AB8CV2MY274898,Nissan,Nissan Sentra,2021,8CBFYH,57380,Gasoline,29,39,Sedan,"18,699"
767,3N1AB8CV5MY215943,Nissan,Nissan Sentra,2021,7VV97N,58575,Gasoline,29,39,Sedan,"18,699"
768,1G1ZD5ST2MF068523,Chevrolet,Chevrolet Malibu,2021,7V3QRR,61186,Gasoline,29,36,Sedan,"18,699"
769,3VWC57BU0MM007747,Volkswagen,Volkswagen Jetta,2021,7VXM2M,57873,Gasoline,29,39,Sedan,"19,299"
770,1N4BL4DV6MN341012,Nissan,Nissan Altima,2021,7VDCH8,59820,Gasoline,27,37,Sedan,"19,699"
771,1N4BL4DVXMN342311,Nissan,Nissan Altima,2021,7VCSY1,60453,Gasoline,27,37,Sedan,"19,699"
772,5XXG14J25MG015486,Kia,Kia K5,2021,7TBMPQ,60090,Gasoline,27,37,Sedan,"20,699"
773,1N4BL4CW4MN309251,Nissan,Nissan Altima,2021,8CY8RH,60684,Gasoline,25,35,Sedan,"21,299"
774,2C4RC1DG5MR520234,Chrysler,Chrysler Voyager,2021,7VH17B,69361,Gasoline,19,28,Van / Minivan,"21,699"
775,4S4BTADC3M3168029,Subaru,Subaru Outback,2021,8F6V19,53418,Gasoline,26,33,Crossover,"26,999"
776,1GNEVHKWXMJ154777,Chevrolet,Chevrolet Traverse,2021,8F4D6H,62373,Gasoline,17,25,Sport Utility,"32,999"
777,JTHB21B12K2031688,Lexus,Lexus ES,2019,8DDM6L,24848,Hybrid,43,45,Sedan,"38,999"
778,5TFDY5F10LX881530,Toyota,Toyota Tundra 4WD,2020,8F352V,80383,Gasoline,13,17,Truck,"41,999"
779,W1N0G6EB8LF824685,Mercedes-Benz,Mercedes-Benz GLC,2020,8F12VT,40368,Gasoline,18,24,Sport Utility,"50,999"
780,3N1CN8EV5ML844676,Nissan,Nissan Versa,2021,8CGHR5,58876,Gasoline,32,40,Sedan,"16,799"
781,3C4PDCBB2KT718349,Dodge,Dodge Journey,2019,8DF774,69608,Gasoline,19,25,Crossover,"17,499"
782,1N4AL3AP3JC206945,Nissan,Nissan Altima,2018,8F70FL,60201,Gasoline,27,38,Sedan,"17,999"
783,5YFEPMAE4MP183899,Toyota,Toyota Corolla,2021,8CBR2H,60275,Gasoline,30,38,Sedan,"18,699"
784,3VWG57AU3MM005042,Volkswagen,Volkswagen Golf,2021,7V2S63,61802,Gasoline,29,36,Hatchback,"18,999"
785,3FA6P0CD0KR264705,Ford,Ford Fusion,2019,8F475T,54881,Gasoline,23,34,Sedan,"19,499"
786,1N4BL4BV2MN384944,Nissan,Nissan Altima,2021,8D3TJ6,59728,Gasoline,28,39,Sedan,"19,699"
787,1G1ZD5ST7MF066167,Chevrolet,Chevrolet Malibu,2021,7V2FGC,64047,Gasoline,29,36,Sedan,"19,699"
788,2GNAXUEV2M6111469,Chevrolet,Chevrolet Equinox,2021,7TFY7B,60597,Gasoline,25,30,Crossover,"20,499"
789,KL7CJLSBXLB033491,Chevrolet,Chevrolet Trax,2020,8F81KS,15224,Gasoline,26,31,Crossover,"20,999"
790,2C4RC1DG3MR542913,Chrysler,Chrysler Voyager,2021,7VTH6P,76131,Gasoline,19,28,Van / Minivan,"21,299"
791,4T1B11HK4KU281079,Toyota,Toyota Camry,2019,8DN7B5,85600,Gasoline,28,39,Sedan,"21,499"
792,3GKALVEV0LL243977,GMC,GMC Terrain,2020,7TJM2K,62164,Gasoline,25,28,Crossover,"23,199"
793,2GNAXSEV0L6124451,Chevrolet,Chevrolet Equinox,2020,8D6BR1,22316,Gasoline,25,30,Crossover,"23,499"
794,2GNAXKEV8L6114041,Chevrolet,Chevrolet Equinox,2020,8F329V,36864,Gasoline,26,31,Crossover,"23,499"
795,3FA6P0LUXLR221071,Ford,Ford Fusion Hybrid,2020,8F77KS,9767,Hybrid,43,41,Sedan,"23,799"
796,5NPEL4JA5LH002443,Hyundai,Hyundai Sonata,2020,8DKNXL,12333,Gasoline,27,37,Sedan,"24,999"
797,KNMAT2MV3LP526566,Nissan,Nissan Rogue,2020,8F62XK,27714,Gasoline,25,32,Crossover,"24,999"
