Car Count,Vehicle ID,Name,Model,Year,Stock Number,Mileage,Fuel Type,MPG City,MPG Highway,Vehicle Type,Price
1242,2C4RC1BG0MR574642,Chrysler,Chrysler Pacifica,2021,7VC28Q,65365,Gasoline,19,28,Van / Minivan,"25,999"
1243,WBA73AK00M7H55235,BMW,BMW 2 Series,2021,7VSRGT,54772,Gasoline,23,33,Sedan,"26,499"
1244,5N1AT2MV9LC718626,Nissan,Nissan Rogue,2020,8F8C2Y,31052,Gasoline,25,32,Crossover,"27,499"
1245,2LMPJ8K97KBL14445,Lincoln,Lincoln Nautilus,2019,8DNKBK,54759,Gasoline,20,25,Sport Utility,"27,999"
1246,1C4RJFBG3LC300071,Jeep,Jeep Grand Cherokee,2020,7V89LW,62974,Gasoline,18,25,Crossover,"28,499"
1247,ZASPAKAN6K7C73740,Alfa Romeo,Alfa Romeo Stelvio,2019,8DXXWP,35816,Gasoline,22,28,Luxury Car,"28,999"
1248,5N1AT3BB3MC681136,Nissan,Nissan Rogue,2021,8F0T45,16904,Gasoline,25,32,Crossover,"29,499"
1249,1C6RR7TT8MS516720,RAM,RAM 1500 Classic,2021,7VMFD5,56183,Gasoline,15,21,Truck,"29,999"
1250,WBA13BJ08MCF94802,BMW,BMW 5 Series,2021,7VCQF9,58758,Gasoline,23,32,Sedan,"29,999"
1251,1GNERFKW6LJ275698,Chevrolet,Chevrolet Traverse,2020,8F15G2,22735,Gasoline,18,27,Sport Utility,"30,499"
1252,JN8AY2AD8M9660867,Nissan,Nissan Armada,2021,7VMQ7P,59639,Gasoline,13,18,Sport Utility,"32,999"
1253,1GTG6EEN2L1204036,GMC,GMC Canyon,2020,7VBCKC,55877,Gasoline,17,24,Truck,"33,499"
1254,ZASPAKBN4M7D00192,Alfa Romeo,Alfa Romeo Stelvio,2021,8F6D7F,23473,Gasoline,22,28,Luxury Car,"34,999"
1255,3C6LRVDG5ME532324,RAM,RAM ProMaster Cargo Van,2021,7VGDKG,69330,Gasoline,0,0,Cargo Van,"35,499"
1256,5TFCZ5AN1MX257899,Toyota,Toyota Tacoma 4WD,2021,7VG35X,55621,Gasoline,18,22,Truck,"36,299"
1257,4T1GZ1FB4LU050203,Toyota,Toyota Avalon,2020,8D7YS4,11820,Gasoline,22,31,Sedan,"37,999"
1258,1FMJU2AT7LEA46800,Ford,Ford Expedition,2020,7TNQJ6,61518,Gasoline,17,22,Sport Utility,"41,999"
1259,1FTFW1E5XMFA72183,Ford,Ford F-150,2021,7V2MFG,56705,Gasoline,16,22,Truck,"43,999"
1260,2T2HZMDA8MC267963,Lexus,Lexus RX,2021,8DP602,23816,Gasoline,19,26,Sport Utility,"44,499"
1261,WA1VAAF76KD031207,Audi,Audi Q7,2019,8D5H1T,18591,Gasoline,19,25,Sport Utility,"46,499"
1262,1GNSKNKD7MR241580,Chevrolet,Chevrolet Tahoe,2021,7VKSQ3,63883,Gasoline,16,20,Sport Utility,"49,499"
1263,1GKS2JKL1MR418637,GMC,GMC Yukon XL,2021,7VJW1N,64582,Gasoline,13,19,Sport Utility,"61,999"
1264,KL8CD6SA4MC735667,Chevrolet,Chevrolet Spark,2021,7VWNS5,65529,Gasoline,30,38,Hatchback,"15,299"
1265,3KPC24A68LE112767,Hyundai,Hyundai Accent,2020,7T1RRH,62787,Gasoline,33,41,Sedan,"16,999"
1266,3KPC24A64LE104472,Hyundai,Hyundai Accent,2020,7T6DRC,64509,Gasoline,33,41,Sedan,"16,999"
1267,3KPC24A68LE112316,Hyundai,Hyundai Accent,2020,7TD7W0,66473,Gasoline,33,41,Sedan,"16,999"
1268,JN1BJ1AV3MW302569,Nissan,Nissan Rogue Sport,2021,8CQCCF,69205,Gasoline,25,32,Crossover,"18,999"
1269,3N1CP5CVXML474367,Nissan,Nissan Kicks,2021,8CPPLW,64134,Gasoline,31,36,Crossover,"19,499"
1270,MAJ6S3KL6LC329744,Ford,Ford Ecosport,2020,7TSK57,61595,Gasoline,23,29,Crossover,"19,799"
1271,KM8K1CAA8LU466749,Hyundai,Hyundai Kona,2020,7TGKTR,65249,Gasoline,26,30,Crossover,"19,999"
1272,5YFEPMAE8MP189690,Toyota,Toyota Corolla,2021,8C2SB9,62478,Gasoline,30,38,Sedan,"20,499"
1273,1N4BL4DV3MN306153,Nissan,Nissan Altima,2021,8CJL4W,61006,Gasoline,27,37,Sedan,"20,699"
1274,JA4AR3AU4LU030025,Mitsubishi,Mitsubishi Outlander Sport,2020,7T5LV5,60584,Gasoline,23,29,Crossover,"20,799"
1275,3MVDMBBL3MM229184,Mazda,Mazda Mazda CX-30,2021,7VWYX4,66216,Gasoline,24,31,Crossover,"20,799"
1276,JN1BJ1AW3MW426883,Nissan,Nissan Rogue Sport,2021,7VJGFG,64045,Gasoline,24,30,Crossover,"20,999"
1277,JA4AZ3A34LZ041391,Mitsubishi,Mitsubishi Outlander,2020,7T64FB,64959,Gasoline,24,29,Crossover,"21,799"
1278,JA4AZ3A36LZ040856,Mitsubishi,Mitsubishi Outlander,2020,7T7YD1,66852,Gasoline,24,29,Crossover,"21,799"
1279,JA4AZ3A33LZ032424,Mitsubishi,Mitsubishi Outlander,2020,8CB8KC,62192,Gasoline,24,29,Crossover,"21,999"
1280,3C4NJDDB1MT520089,Jeep,Jeep Compass,2021,7TSFH1,62261,Gasoline,22,30,Crossover,"23,499"
1281,2C4RC1DG7MR532109,Chrysler,Chrysler Voyager,2021,7VSNFQ,74593,Gasoline,19,28,Van / Minivan,"23,499"
1282,2C4RC1DG2MR509109,Chrysler,Chrysler Voyager,2021,7VDWQ8,76678,Gasoline,19,28,Van / Minivan,"23,499"
1283,5N1AZ2BS1MC107868,Nissan,Nissan Murano,2021,7VPBJH,62636,Gasoline,20,28,Sport Utility,"23,999"
1284,3VV2B7AX0MM003248,Volkswagen,Volkswagen Tiguan,2021,7TQ8P2,64274,Gasoline,21,27,Sport Utility,"24,999"
1285,4T1G11AK7MU433374,Toyota,Toyota Camry,2021,7VVMVR,62603,Gasoline,28,39,Sedan,"25,499"
1286,3GKALVEV0ML315990,GMC,GMC Terrain,2021,7T9Q1H,62983,Gasoline,25,28,Crossover,"26,299"
1287,5N1AT3BB8MC735353,Nissan,Nissan Rogue,2021,7VTS8V,67115,Gasoline,25,32,Crossover,"26,599"
1288,5N1AT3BBXMC740778,Nissan,Nissan Rogue,2021,7VVN5J,61361,Gasoline,25,32,Crossover,"26,799"
1289,1GYFZCR44LF100010,Cadillac,Cadillac XT4,2020,7TQT5R,64821,Gasoline,24,30,Sport Utility,"26,799"
1290,JM3KFBDM0M1350378,Mazda,Mazda Mazda CX-5,2021,7V94J3,72493,Gasoline,24,30,Crossover,"26,999"
1291,2C4RC1BG4MR502729,Chrysler,Chrysler Pacifica,2021,7VK47X,68316,Gasoline,19,28,Van / Minivan,"29,499"
1292,3GNKBJRS8MS537735,Chevrolet,Chevrolet Blazer,2021,7V47X0,60520,Gasoline,19,26,Crossover,"29,799"
1293,1V2HR2CA7MC543499,Volkswagen,Volkswagen Atlas,2021,7V86JG,59629,Gasoline,16,22,Crossover,"29,999"
1294,1FM5K8GT2KGA35322,Ford,Ford Explorer,2019,8DGLFT,60997,Gasoline,16,22,Crossover,"29,999"
1295,WA1BAAFY0M2014526,Audi,Audi Q5,2021,8CQCN5,59207,Hybrid,23,28,Sport Utility,"30,799"
1296,JN8AY2NC7L9621073,Nissan,Nissan Armada,2020,7TSG88,77777,Gasoline,13,18,Sport Utility,"30,799"
1297,YV4102WK9L1037925,Volvo,Volvo V60 Cross Country,2020,7TTRPB,61275,Gasoline,22,31,Wagon,"32,499"
1298,1GNEVHKW7MJ215034,Chevrolet,Chevrolet Traverse,2021,7V0VCS,60641,Gasoline,17,25,Sport Utility,"32,799"
1299,2C4RC3GG6MR536997,Chrysler,Chrysler Pacifica,2021,7VSPGL,61998,Gasoline,17,25,Van / Minivan,"36,999"
1300,1GNSKBKC9LR116343,Chevrolet,Chevrolet Tahoe,2020,7SM4HL,78824,Flex,15,21,Sport Utility,"39,799"
1301,5LM5J6XC7MGL07970,Lincoln,Lincoln Aviator,2021,7VCX95,64601,Gasoline,17,24,Sport Utility,"39,999"
1302,1C4HJXEN3LW155558,Jeep,Jeep Wrangler Unlimited,2020,8F33K4,39255,Gasoline,21,22,Convertible,"42,999"
1303,KM8R7DHE0NU430309,Hyundai,Hyundai Palisade,2022,8DJW65,15387,Gasoline,19,24,Crossover,"49,499"
1304,1GKS2GKD8MR258462,GMC,GMC Yukon XL,2021,7VRWHB,76947,Gasoline,15,19,Sport Utility,"50,799"
1305,2C4RC1DG5MR515583,Chrysler,Chrysler Voyager,2021,7VDHK2,71767,Gasoline,19,28,Van / Minivan,"23,499"
1306,1FMCU9GD0JUA88200,Ford,Ford Escape,2018,8DGFTT,56520,Gasoline,22,28,Crossover,"17,499"
1307,KNDJ23AU1L7059412,Kia,Kia Soul,2020,8DN9L3,37722,Gasoline,0,0,Hatchback,"17,999"
1308,3KPF24AD5ME280881,Kia,Kia Forte,2021,7TF846,58853,Gasoline,29,40,Sedan,"17,999"
1309,KL7CJPSBXMB324582,Chevrolet,Chevrolet Trax,2021,7T7DS3,58878,Gasoline,24,29,Crossover,"17,999"
1310,3N1CP5CV9ML465871,Nissan,Nissan Kicks,2021,7V0VYN,58908,Gasoline,31,36,Crossover,"18,299"
1311,1FMCU9GD9JUC11914,Ford,Ford Escape,2018,8F84MH,64626,Gasoline,22,28,Crossover,"18,499"
1312,3N1AB8CV7MY232890,Nissan,Nissan Sentra,2021,7VL6P4,55919,Gasoline,29,39,Sedan,"18,999"
1313,3VWCB7BU0LM007657,Volkswagen,Volkswagen Jetta,2020,7TJ7PL,57771,Gasoline,30,40,Sedan,"18,999"
1314,1G1ZD5ST2MF028927,Chevrolet,Chevrolet Malibu,2021,7TJX98,59234,Gasoline,29,36,Sedan,"18,999"
1315,5YFEPMAE0MP190851,Toyota,Toyota Corolla,2021,7VYS8M,63417,Gasoline,30,38,Sedan,"18,999"
1316,5NPEG4JA9MH073893,Hyundai,Hyundai Sonata,2021,7TJ813,55039,Gasoline,28,38,Sedan,"19,499"
1317,JA4AZ3A37LZ029560,Mitsubishi,Mitsubishi Outlander,2020,8CHWHV,56802,Gasoline,24,29,Crossover,"20,299"
1318,5XXG14J25MG016248,Kia,Kia K5,2021,7TQXH0,57796,Gasoline,27,37,Sedan,"20,999"
1319,5XXG14J27MG008281,Kia,Kia K5,2021,7T53GC,58521,Gasoline,27,37,Sedan,"20,999"
1320,1N4AA6CV5LC362328,Nissan,Nissan Maxima,2020,7T0J89,61670,Gasoline,20,30,Sedan,"21,199"
1321,4T1G11AK2MU598717,Toyota,Toyota Camry,2021,7VP2QX,57691,Gasoline,28,39,Sedan,"22,699"
1322,4T1G11AK2MU415204,Toyota,Toyota Camry,2021,7V9B2Y,57199,Gasoline,28,39,Sedan,"22,999"
1323,3GKALVEV1ML309261,GMC,GMC Terrain,2021,7TDP32,56363,Gasoline,25,28,Crossover,"24,499"
1324,WA1AUCF38M1104127,Audi,Audi Q3,2021,8C4LW1,56628,Gasoline,22,30,Sport Utility,"25,499"
1325,ZACNJBBB4LPL13948,Jeep,Jeep Renegade,2020,8F7D2F,17315,Gasoline,21,29,Crossover,"25,899"
1326,3VV2B7AX0LM088347,Volkswagen,Volkswagen Tiguan,2020,8DC819,16340,Gasoline,20,27,Sport Utility,"27,999"
1327,2GNAXYEX3K6302291,Chevrolet,Chevrolet Equinox,2019,8F56D9,15889,Gasoline,22,28,Crossover,"29,499"
1328,WBXJG9C0XL5P41122,BMW,BMW X1,2020,8FBT55,41202,Gasoline,23,31,Sport Utility,"29,999"
1329,1GNEVGKW1LJ248989,Chevrolet,Chevrolet Traverse,2020,8F22LS,29302,Gasoline,17,25,Sport Utility,"31,999"
1330,JM3TCBDY9L0417807,Mazda,Mazda Mazda CX-9,2020,8FBM21,43054,Gasoline,20,26,Crossover,"31,999"
1331,1FMJU1JT3KEA71878,Ford,Ford Expedition,2019,8F261V,90309,Gasoline,17,22,Sport Utility,"32,999"
1332,3KPC24A67LE103851,Hyundai,Hyundai Accent,2020,7T9B7W,55748,Gasoline,33,41,Sedan,"16,199"
1333,3N1CN8EV2ML867588,Nissan,Nissan Versa,2021,7VCVYH,55809,Gasoline,32,40,Sedan,"16,799"
1334,KM8K12AA7LU440945,Hyundai,Hyundai Kona,2020,7T795S,65916,Gasoline,27,33,Crossover,"16,999"
1335,JA4AP4AU8LU029309,Mitsubishi,Mitsubishi Outlander Sport,2020,7T6LV1,59857,Gasoline,24,30,Crossover,"17,299"
1336,3N1CP5CV1ML488173,Nissan,Nissan Kicks,2021,7VX05K,60934,Gasoline,31,36,Crossover,"17,999"
1337,1G1ZD5ST2KF171714,Chevrolet,Chevrolet Malibu,2019,8F9K30,76464,Gasoline,29,36,Sedan,"17,999"
1338,JN1BJ1AV2MW563031,Nissan,Nissan Rogue Sport,2021,8C378L,57022,Gasoline,25,32,Crossover,"18,499"
1339,JN1BJ1AW4MW420235,Nissan,Nissan Rogue Sport,2021,7VLL7X,62478,Gasoline,24,30,Crossover,"18,799"
1340,3N1AB8CV0MY253970,Nissan,Nissan Sentra,2021,8CQY46,55251,Gasoline,29,39,Sedan,"18,999"
1341,3N1AB8CV4MY284705,Nissan,Nissan Sentra,2021,8CTFV7,55751,Gasoline,29,39,Sedan,"18,999"
1342,3MZBPACL2LM131204,Mazda,Mazda Mazda3 Sedan,2020,7TRF7F,59858,Gasoline,26,35,Sedan,"18,999"
1343,5YFEPMAE2MP203163,Toyota,Toyota Corolla,2021,7VBWG4,60688,Gasoline,30,38,Sedan,"18,999"
1344,JN1BJ1AW9MW428492,Nissan,Nissan Rogue Sport,2021,7VDQFS,55523,Gasoline,24,30,Crossover,"19,199"
1345,3FA6P0G76KR234368,Ford,Ford Fusion,2019,8FD37P,29171,Gasoline,21,31,Sedan,"19,499"
1346,5NPEG4JAXMH074566,Hyundai,Hyundai Sonata,2021,7TF697,55920,Gasoline,28,38,Sedan,"19,499"
1347,5N1AZ2MH0JN104073,Nissan,Nissan Murano,2018,7VJC6T,61313,Gasoline,21,28,Sport Utility,"19,499"
1348,JA4APUAU2MU028688,Mitsubishi,Mitsubishi Outlander Sport,2021,8DJR94,44266,Gasoline,24,30,Crossover,"19,699"
1349,3C4PDCGB0LT267495,Dodge,Dodge Journey,2020,7TXYKK,58329,Gasoline,19,25,Crossover,"19,699"
1350,1G1ZD5ST2MF018592,Chevrolet,Chevrolet Malibu,2021,7TYQXM,58973,Gasoline,29,36,Sedan,"20,199"
1351,3MVDMBBL2MM246865,Mazda,Mazda Mazda CX-30,2021,7VLV6V,61434,Gasoline,24,31,Crossover,"20,299"
1352,2GNAXUEV2M6103680,Chevrolet,Chevrolet Equinox,2021,7TXVRS,55613,Gasoline,25,30,Crossover,"20,999"
1353,5XXGT4L32KG346832,Kia,Kia Optima,2019,8D7GDM,27943,Gasoline,24,33,Sedan,"21,499"
1354,3GNCJLSB6LL259942,Chevrolet,Chevrolet Trax,2020,8FCW85,11599,Gasoline,26,31,Crossover,"21,999"
1355,4T1G11AK4MU554833,Toyota,Toyota Camry,2021,8CWNKD,57969,Gasoline,28,39,Sedan,"22,699"
1356,1FMCU0F65LUB79884,Ford,Ford Escape,2020,8FBK81,19391,Gasoline,27,33,Crossover,"22,899"
1357,5NMS2CAD5LH171644,Hyundai,Hyundai Santa Fe,2020,8F89MH,65775,Gasoline,21,27,Sport Utility,"22,999"
1358,2C3CDXBG5MH543564,Dodge,Dodge Charger,2021,7VX886,59759,Gasoline,19,30,Sedan,"23,999"
1359,JM3KFBDYXK0621310,Mazda,Mazda Mazda CX-5,2019,8D1PTX,60608,Gasoline,22,27,Crossover,"24,999"
1360,1C4RJFBG6KC552976,Jeep,Jeep Grand Cherokee,2019,8D3CRR,56666,Gasoline,18,25,Crossover,"26,999"
1361,1FTFW1E50MFB01464,Ford,Ford F-150,2021,7V4B96,55390,Gasoline,16,22,Truck,"38,999"
1362,3N1CP5CV2LL528436,Nissan,Nissan Kicks,2020,7T05PB,59245,Gasoline,31,36,Crossover,"17,499"
1363,1G1ZD5ST5LF124226,Chevrolet,Chevrolet Malibu,2020,7TL1NX,60729,Gasoline,29,36,Sedan,"18,199"
1364,JA4AR3AU6LU024713,Mitsubishi,Mitsubishi Outlander Sport,2020,7TGDY9,57821,Gasoline,23,29,Crossover,"18,499"
1365,1G1ZD5ST0MF023015,Chevrolet,Chevrolet Malibu,2021,7TCG8S,60615,Gasoline,29,36,Sedan,"18,699"
1366,3VWC57BU3MM039737,Volkswagen,Volkswagen Jetta,2021,7VNF2N,58142,Gasoline,29,39,Sedan,"19,299"
1367,3C4NJCCB4MT531311,Jeep,Jeep Compass,2021,7TG3CR,59917,Gasoline,22,31,Crossover,"20,799"
1368,2C4RC1DG7LR264984,Chrysler,Chrysler Voyager,2020,7TY6C8,67478,Gasoline,19,28,Van / Minivan,"20,999"
1369,2C4RC1DG0MR531917,Chrysler,Chrysler Voyager,2021,7VJRDV,65221,Gasoline,19,28,Van / Minivan,"21,999"
1370,1N4BL4FW1LC112284,Nissan,Nissan Altima,2020,8CFF5M,62405,Gasoline,25,35,Sedan,"22,999"
1371,KL4MMESL6LB101072,Buick,Buick Encore GX,2020,8FG96D,44951,Gasoline,26,29,Crossover,"23,499"
1372,5N1AT3BB2MC783883,Nissan,Nissan Rogue,2021,8FBB01,74805,Gasoline,25,32,Crossover,"23,499"
1373,3GKALVEV0ML320154,GMC,GMC Terrain,2021,7V56J3,61084,Gasoline,25,28,Crossover,"24,199"
1374,2C4RC1BG1MR588694,Chrysler,Chrysler Pacifica,2021,7VQ28W,64927,Gasoline,19,28,Van / Minivan,"25,999"
1375,JTJDARDZ7M2241282,Lexus,Lexus NX,2021,8DNB6K,60954,Gasoline,22,28,Sport Utility,"30,999"
1376,1FTBR1Y84LKB72703,Ford,Ford Transit Cargo Van,2020,7V00MJ,60642,Gasoline,0,0,Cargo Van,"37,299"
1377,JA4APVAU7MU018907,Mitsubishi,Mitsubishi Outlander Sport,2021,7VNY4Y,61978,Gasoline,24,30,Crossover,"17,499"
1378,3C4PDCAB7LT273657,Dodge,Dodge Journey,2020,7T0BY3,61854,Gasoline,19,25,Crossover,"18,699"
1379,1G1ZD5ST1MF064737,Chevrolet,Chevrolet Malibu,2021,7VVRN0,56886,Gasoline,29,36,Sedan,"18,999"
1380,1G1ZD5ST9MF039228,Chevrolet,Chevrolet Malibu,2021,7V6H46,60556,Gasoline,29,36,Sedan,"19,299"
1381,1N4BL4BV7MN308720,Nissan,Nissan Altima,2021,8CBP8T,54683,Gasoline,28,39,Sedan,"19,499"
1382,1N4BL4DV0MN324299,Nissan,Nissan Altima,2021,7VBW70,57768,Gasoline,27,37,Sedan,"19,999"
1383,1N4BL4DV4MN387261,Nissan,Nissan Altima,2021,8CBGRT,58141,Gasoline,27,37,Sedan,"19,999"
1384,1FMCU9GD5JUC11912,Ford,Ford Escape,2018,8F85MH,24465,Gasoline,22,28,Crossover,"20,999"
1385,5XXG14J20MG048914,Kia,Kia K5,2021,7VTKF2,56660,Gasoline,27,37,Sedan,"20,999"
1386,1N4BL4CV7MN317514,Nissan,Nissan Altima,2021,7VXK6K,56673,Gasoline,28,39,Sedan,"20,999"
1387,2GNAXUEV2M6132306,Chevrolet,Chevrolet Equinox,2021,7VXX7N,58242,Gasoline,25,30,Crossover,"21,499"
1388,4T1G11AK7LU344421,Toyota,Toyota Camry,2020,7TJ8VB,58498,Gasoline,28,39,Sedan,"21,999"
1389,4T1G11AK1MU581925,Toyota,Toyota Camry,2021,7V5SPB,62942,Gasoline,28,39,Sedan,"22,299"
1390,1N4AA6CV3MC505522,Nissan,Nissan Maxima,2021,8CMFXG,57836,Gasoline,20,30,Sedan,"23,499"
1391,2C3CCABG5MH525727,Chrysler,Chrysler 300,2021,7VD60M,58510,Gasoline,19,30,Sedan,"24,999"
1392,3FMCR9B6XMRA45716,Ford,Ford Bronco Sport,2021,7VWBCX,53131,Gasoline,25,28,Sport Utility,"25,499"
1393,5NPEL4JA3LH053682,Hyundai,Hyundai Sonata,2020,8F9B8F,7655,Gasoline,27,37,Sedan,"25,999"
1394,2GNAXXEV0L6264559,Chevrolet,Chevrolet Equinox,2020,8F18LS,24870,Gasoline,25,30,Crossover,"27,999"
1395,3GKALVEV9ML326566,GMC,GMC Terrain,2021,8D6S2S,27134,Gasoline,25,28,Crossover,"29,999"
1396,5UXTY5C04M9F11244,BMW,BMW X3,2021,7V31D4,58689,Gasoline,23,29,Sport Utility,"29,999"
1397,2C4RC1L79MR586478,Chrysler,Chrysler Pacifica,2021,7VB03P,62451,Hybrid,0,0,Van / Minivan,"29,999"
1398,3VV4B7AXXKM073975,Volkswagen,Volkswagen Tiguan,2019,8F69K8,16683,Gasoline,21,29,Sport Utility,"30,999"
1399,ZARFANAN6M7639453,Alfa Romeo,Alfa Romeo Giulia,2021,8D3Q5L,21060,Gasoline,23,31,Sedan,"31,999"
1400,1FMSK8DH8LGA46295,Ford,Ford Explorer,2020,8DS2R7,24488,Gasoline,20,27,Crossover,"33,499"
1401,JTHP9JBH6L2027921,Lexus,Lexus UX,2020,8F0T18,13315,Hybrid,41,38,Sport Utility,"34,999"
1402,JTMLWRFV8PD166854,Toyota,Toyota RAV4,2023,8DFF9L,503,Hybrid,41,38,Hybrid,"38,499"
1403,5J8TC2H32ML007214,Acura,Acura RDX,2021,8D3T5D,14795,Gasoline,21,27,Sport Utility,"38,499"
1404,2T2HZMDA9LC241385,Lexus,Lexus RX,2020,8D5DM9,33757,Gasoline,19,26,Sport Utility,"41,499"
1405,1C4RJFCG3MC787711,Jeep,Jeep Grand Cherokee,2021,8DN9V5,22489,Gasoline,18,25,Crossover,"43,499"
1406,1FTFW1E54MFA71711,Ford,Ford F-150,2021,7VG78J,52882,Gasoline,16,22,Truck,"44,999"
1407,1GKS2BKD3MR283241,GMC,GMC Yukon,2021,7VMN9Y,67717,Gasoline,16,20,Sport Utility,"51,699"
1408,1FT7W2BT5MEC54733,Ford,Ford Super Duty F-250 SRW,2021,7V82XJ,74755,Diesel,0,0,Truck,"57,499"
1409,4T1G11AK9MU480339,Toyota,Toyota Camry,2021,8C4QFX,57952,Gasoline,28,39,Sedan,"22,699"
1410,3KPC24A67ME131019,Hyundai,Hyundai Accent,2021,8FF34X,58150,Gasoline,0,0,Sedan,"29,499"
1411,3N1CN8EV1ML820987,Nissan,Nissan Versa,2021,8CQX9W,62119,Gasoline,32,40,Sedan,"16,499"
1412,KNDJ23AU1M7751316,Kia,Kia Soul,2021,7T4VNT,64695,Gasoline,29,35,Hatchback,"16,699"
1413,5NPD84LF4LH535454,Hyundai,Hyundai Elantra,2020,7T8V92,59055,Gasoline,30,40,Sedan,"16,999"
1414,3N1CN8EVXML878273,Nissan,Nissan Versa,2021,7V6BWF,63797,Gasoline,32,40,Sedan,"17,199"
1415,5YFEPRAE1LP097008,Toyota,Toyota Corolla,2020,7TDWSG,70897,Gasoline,30,38,Sedan,"17,299"
1416,3VWCB7BU9LM021122,Volkswagen,Volkswagen Jetta,2020,7T0NVY,61387,Gasoline,30,40,Sedan,"18,199"
1417,5YFEPMAE2MP181987,Toyota,Toyota Corolla,2021,7T6K8Y,65990,Gasoline,30,38,Sedan,"18,499"
1418,5YFEPMAE7MP230522,Toyota,Toyota Corolla,2021,7V0WYD,66656,Gasoline,30,38,Sedan,"18,499"
1419,1G1ZD5ST8MF027474,Chevrolet,Chevrolet Malibu,2021,7TGG07,61299,Gasoline,29,36,Sedan,"18,699"
1420,3VWG57AU1MM002401,Volkswagen,Volkswagen Golf,2021,7V0S60,60477,Gasoline,29,36,Hatchback,"18,999"
1421,3VWC57BUXMM036169,Volkswagen,Volkswagen Jetta,2021,7VTQYP,62009,Gasoline,29,39,Sedan,"18,999"
1422,5YFEPMAE0MP181129,Toyota,Toyota Corolla,2021,7TKQ24,63098,Gasoline,30,38,Sedan,"18,999"
1423,5YFEPMAE7MP180382,Toyota,Toyota Corolla,2021,7TJH24,63346,Gasoline,30,38,Sedan,"18,999"
1424,5YFEPMAE9MP189326,Toyota,Toyota Corolla,2021,7V5J35,63374,Gasoline,30,38,Sedan,"18,999"
1425,1G1ZD5ST3MF051679,Chevrolet,Chevrolet Malibu,2021,7V75FM,69570,Gasoline,29,36,Sedan,"18,999"
1426,5XXGT4L37LG384638,Kia,Kia Optima,2020,8D2R9G,72853,Gasoline,24,32,Sedan,"18,999"
1427,5NPEG4JA6MH067579,Hyundai,Hyundai Sonata,2021,7T7D4N,60741,Gasoline,28,38,Sedan,"19,199"
1428,1G1ZD5ST1MF034346,Chevrolet,Chevrolet Malibu,2021,7T5K8G,64811,Gasoline,29,36,Sedan,"19,199"
1429,3C4PDCGB8LT270113,Dodge,Dodge Journey,2020,7TJD97,60179,Gasoline,19,25,Crossover,"19,299"
1430,1G1ZD5ST6MF020331,Chevrolet,Chevrolet Malibu,2021,7TF905,64904,Gasoline,29,36,Sedan,"19,299"
1431,3GNAXKEV9MS101785,Chevrolet,Chevrolet Equinox,2021,7TYVYT,61236,Gasoline,26,31,Crossover,"19,499"
1432,3FA6P0D93LR203781,Ford,Ford Fusion,2020,7TLXMK,64224,Gasoline,20,29,Sedan,"20,499"
1433,3C4NJCCB2MT548561,Jeep,Jeep Compass,2021,7TM6W7,66294,Gasoline,22,31,Crossover,"20,799"
1434,JA4APVAU5MU026620,Mitsubishi,Mitsubishi Outlander Sport,2021,8FXX7Y,38452,Gasoline,24,30,Crossover,"20,999"
1435,JA4ARUAU9MU036412,Mitsubishi,Mitsubishi Outlander Sport,2021,8F51KS,38510,Gasoline,23,29,Crossover,"20,999"
1436,2C4RC1DG9MR570182,Chrysler,Chrysler Voyager,2021,8CD690,64770,Gasoline,19,28,Van / Minivan,"22,199"
1437,4T1G11AKXMU539835,Toyota,Toyota Camry,2021,7VQXCG,62116,Gasoline,28,39,Sedan,"22,299"
1438,4T1G11AK7MU428160,Toyota,Toyota Camry,2021,7VTPK8,63264,Gasoline,28,39,Sedan,"22,299"
1439,2C3CDXBG5MH624399,Dodge,Dodge Charger,2021,7VRX5P,61886,Gasoline,19,30,Sedan,"23,199"
1440,5N1AT3BB1MC789836,Nissan,Nissan Rogue,2021,8C4WKM,63399,Gasoline,25,32,Crossover,"23,199"
1441,2C3CCABG7MH506127,Chrysler,Chrysler 300,2021,7V1Q41,61459,Gasoline,19,30,Sedan,"24,699"
1442,1N6DD0EV6JN770084,Nissan,Nissan Frontier,2018,8D55N3,64531,Gasoline,0,0,Truck,"25,499"
1443,2C3CCABG4MH626452,Chrysler,Chrysler 300,2021,7VSJ1X,61773,Gasoline,19,30,Sedan,"25,799"
1444,3GKALPEV0LL213082,GMC,GMC Terrain,2020,8F67K8,38281,Gasoline,26,30,Crossover,"25,999"
1445,1GNEVHKW2MJ214051,Chevrolet,Chevrolet Traverse,2021,7VHDNX,62105,Gasoline,17,25,Sport Utility,"31,499"
1446,1C4RJFAG1LC180403,Jeep,Jeep Grand Cherokee,2020,8FBM29,15399,Gasoline,18,25,Crossover,"31,999"
1447,1C4HJXEN9MW624234,Jeep,Jeep Wrangler,2021,7VVSVF,61800,Gasoline,20,24,Convertible,"36,299"
1448,1FTFW1E8XMKD26279,Ford,Ford F-150,2021,7VJVX4,61302,Gasoline,17,23,Truck,"38,499"
1449,3N1CN8EV4ML841588,Nissan,Nissan Versa,2021,7VLSL1,60105,Gasoline,32,40,Sedan,"16,499"
1450,5NPD84LF9LH625229,Hyundai,Hyundai Elantra,2020,7T7TDG,61668,Gasoline,30,40,Sedan,"16,699"
1451,3FADP4EJ3KM111704,Ford,Ford Fiesta,2019,8DM370,22789,Gasoline,27,35,Hatchback,"16,999"
